epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
39,56.7153,0.26687,0.18182,0.63636,5.17499,0.00074007,0.00074007,0.00074007
40,57.9715,0.31802,0.18182,0.63636,5.25997,0.000739309,0.000739309,0.000739309
41,59.2221,0.21672,0.18182,0.63636,5.25997,0.000738548,0.000738548,0.000738548
42,60.5853,0.58883,0.18182,0.63636,5.51495,0.000737786,0.000737786,0.000737786
43,63.377,0.31117,0.18182,0.63636,5.72775,0.000737025,0.000737025,0.000737025
44,64.6489,0.67207,0.18182,0.63636,5.73633,0.000736264,0.000736264,0.000736264
45,65.8888,0.17521,0.18182,0.63636,5.73633,0.000735502,0.000735502,0.000735502
46,67.3357,0.27343,0.18182,0.63636,5.8348,0.000734741,0.000734741,0.000734741
47,68.816,0.21035,0.18182,0.63636,6.05587,0.00073398,0.00073398,0.00073398
48,70.4848,0.15864,0.18182,0.54545,6.12461,0.000733218,0.000733218,0.000733218
49,71.7054,0.20183,0.18182,0.54545,6.12461,0.000732457,0.000732457,0.000732457
50,72.9398,0.18018,0.18182,0.54545,6.23076,0.000731696,0.000731696,0.000731696
51,74.177,0.19403,0.18182,0.45455,6.4058,0.000730935,0.000730935,0.000730935
52,75.3823,0.15024,0.18182,0.45455,6.67651,0.000730173,0.000730173,0.000730173
53,76.7651,0.19957,0.18182,0.45455,6.67651,0.000729412,0.000729412,0.000729412
54,78.0442,0.07698,0.18182,0.54545,6.83472,0.000728651,0.000728651,0.000728651
55,79.4701,0.10028,0.18182,0.54545,6.9604,0.000727889,0.000727889,0.000727889
56,80.6904,0.11577,0.18182,0.54545,7.06399,0.000727128,0.000727128,0.000727128
57,81.8892,0.32767,0.18182,0.54545,7.06399,0.000726367,0.000726367,0.000726367
58,83.1457,0.09505,0.18182,0.54545,7.214,0.000725605,0.000725605,0.000725605
59,84.3694,0.18881,0.18182,0.54545,7.36388,0.000724844,0.000724844,0.000724844
60,85.8484,0.07728,0.18182,0.54545,7.29907,0.000724083,0.000724083,0.000724083
61,87.0593,0.11025,0.18182,0.54545,7.29907,0.000723321,0.000723321,0.000723321
62,88.2931,0.08528,0.18182,0.54545,7.3281,0.00072256,0.00072256,0.00072256
63,89.5323,0.1584,0.18182,0.54545,7.36259,0.000721799,0.000721799,0.000721799
64,90.9256,0.07802,0.18182,0.54545,7.54607,0.000721037,0.000721037,0.000721037
65,92.2776,0.01904,0.18182,0.54545,7.54607,0.000720276,0.000720276,0.000720276
66,93.5363,0.12475,0.18182,0.54545,7.52219,0.000719515,0.000719515,0.000719515
67,96.004,0.14421,0.18182,0.54545,7.70345,0.000718754,0.000718754,0.000718754
68,97.2367,0.28698,0.18182,0.54545,7.70759,0.000717992,0.000717992,0.000717992
69,98.4588,0.03346,0.18182,0.54545,7.70759,0.000717231,0.000717231,0.000717231
70,99.6636,0.02894,0.18182,0.54545,7.81463,0.00071647,0.00071647,0.00071647
71,101.316,0.09741,0.18182,0.54545,7.87733,0.000715708,0.000715708,0.000715708
72,102.562,0.11524,0.18182,0.54545,7.95915,0.000714947,0.000714947,0.000714947
73,103.78,0.07751,0.18182,0.54545,7.95915,0.000714186,0.000714186,0.000714186
74,105.052,0.07899,0.18182,0.54545,8.18706,0.000713424,0.000713424,0.000713424
75,106.258,0.32786,0.18182,0.54545,8.39457,0.000712663,0.000712663,0.000712663
76,107.459,0.10647,0.18182,0.54545,8.4371,0.000711902,0.000711902,0.000711902
77,108.776,0.29099,0.18182,0.54545,8.4371,0.00071114,0.00071114,0.00071114
78,109.989,0.13267,0.18182,0.54545,8.57221,0.000710379,0.000710379,0.000710379
79,111.182,0.48053,0.18182,0.54545,8.51804,0.000709618,0.000709618,0.000709618
80,112.577,0.06698,0.18182,0.45455,8.60086,0.000708857,0.000708857,0.000708857
81,113.767,0.22552,0.18182,0.45455,8.60086,0.000708095,0.000708095,0.000708095
82,114.994,0.30588,0.18182,0.54545,8.44505,0.000707334,0.000707334,0.000707334
83,116.23,0.06637,0.18182,0.45455,8.26038,0.000706573,0.000706573,0.000706573
84,117.453,0.19488,0.18182,0.54545,8.23994,0.000705811,0.000705811,0.000705811
85,118.851,0.16106,0.18182,0.54545,8.23994,0.00070505,0.00070505,0.00070505
86,120.158,0.08665,0.18182,0.63636,8.12948,0.000704289,0.000704289,0.000704289
87,121.491,0.15158,0.18182,0.63636,8.0551,0.000703527,0.000703527,0.000703527
88,122.847,0.11015,0.18182,0.54545,7.89761,0.000702766,0.000702766,0.000702766
89,124.173,0.04547,0.18182,0.54545,7.89762,0.000702005,0.000702005,0.000702005
90,125.442,0.15633,0.18182,0.45455,8.05797,0.000701243,0.000701243,0.000701243
91,126.851,0.1856,0.18182,0.45455,8.09867,0.000700482,0.000700482,0.000700482
92,128.066,0.45327,0.18182,0.45455,8.24123,0.000699721,0.000699721,0.000699721
93,130.573,0.10775,0.18182,0.45455,8.24123,0.000698959,0.000698959,0.000698959
94,131.908,0.15647,0.18182,0.45455,8.12371,0.000698198,0.000698198,0.000698198
95,133.536,0.12739,0.18182,0.45455,8.17986,0.000697437,0.000697437,0.000697437
96,134.89,0.06667,0.18182,0.45455,8.14891,0.000696676,0.000696676,0.000696676
97,136.15,0.08326,0.18182,0.45455,8.14891,0.000695914,0.000695914,0.000695914
98,140.11,0.0395,0.18182,0.45455,8.16814,0.000695153,0.000695153,0.000695153
99,141.85,0.05511,0.18182,0.45455,8.30727,0.000694392,0.000694392,0.000694392
100,143.695,0.01987,0.18182,0.54545,8.22594,0.00069363,0.00069363,0.00069363
101,145.428,0.05863,0.18182,0.54545,8.22594,0.000692869,0.000692869,0.000692869
102,147.071,0.12158,0.18182,0.63636,8.13987,0.000692108,0.000692108,0.000692108
103,148.783,0.29066,0.18182,0.72727,8.22396,0.000691346,0.000691346,0.000691346
104,150.226,0.17534,0.18182,0.72727,8.42015,0.000690585,0.000690585,0.000690585
105,151.751,0.56501,0.18182,0.72727,8.42015,0.000689824,0.000689824,0.000689824
106,153.262,0.03741,0.18182,0.63636,8.41745,0.000689062,0.000689062,0.000689062
107,155.018,0.24213,0.18182,0.72727,8.18161,0.000688301,0.000688301,0.000688301
108,156.181,0.03976,0.18182,0.63636,8.17064,0.00068754,0.00068754,0.00068754
109,157.339,0.04001,0.18182,0.63636,8.17064,0.000686779,0.000686779,0.000686779
110,158.482,0.09633,0.18182,0.63636,8.09692,0.000686017,0.000686017,0.000686017
111,160.138,0.08205,0.18182,0.63636,8.05141,0.000685256,0.000685256,0.000685256
112,161.394,0.0223,0.18182,0.63636,7.94179,0.000684495,0.000684495,0.000684495
113,163.765,0.03435,0.18182,0.63636,7.94179,0.000683733,0.000683733,0.000683733
114,164.937,0.06174,0.18182,0.63636,8.15133,0.000682972,0.000682972,0.000682972
115,166.114,0.02465,0.18182,0.63636,8.09348,0.000682211,0.000682211,0.000682211
116,167.315,0.14099,0.18182,0.63636,8.02974,0.000681449,0.000681449,0.000681449
117,168.499,0.04715,0.18182,0.63636,8.02974,0.000680688,0.000680688,0.000680688
118,169.979,0.08803,0.18182,0.72727,7.97295,0.000679927,0.000679927,0.000679927
119,171.125,0.03758,0.18182,0.72727,7.99307,0.000679165,0.000679165,0.000679165
120,172.269,0.29898,0.18182,0.63636,7.8197,0.000678404,0.000678404,0.000678404
121,173.404,0.03959,0.18182,0.63636,7.8197,0.000677643,0.000677643,0.000677643
122,174.552,0.40866,0.18182,0.63636,7.57977,0.000676881,0.000676881,0.000676881
123,175.934,0.02761,0.18182,0.63636,7.63722,0.00067612,0.00067612,0.00067612
124,177.148,0.025,0.18182,0.81818,7.63305,0.000675359,0.000675359,0.000675359
125,178.301,0.04894,0.18182,0.81818,7.63305,0.000674598,0.000674598,0.000674598
126,179.454,0.18235,0.18182,0.63636,7.69269,0.000673836,0.000673836,0.000673836
127,181.209,0.06169,0.18182,0.63636,7.67838,0.000673075,0.000673075,0.000673075
128,182.618,0.53663,0.18182,0.63636,7.84851,0.000672314,0.000672314,0.000672314
129,183.766,0.06212,0.18182,0.63636,7.84851,0.000671552,0.000671552,0.000671552
130,185.061,0.03125,0.18182,0.63636,7.73331,0.000670791,0.000670791,0.000670791
131,186.273,0.50654,0.18182,0.63636,7.72966,0.00067003,0.00067003,0.00067003
132,187.551,0.19415,0.18182,0.54545,7.85978,0.000669268,0.000669268,0.000669268
133,188.791,0.08814,0.18182,0.54545,7.85978,0.000668507,0.000668507,0.000668507
134,190.124,0.02913,0.18182,0.54545,7.75245,0.000667746,0.000667746,0.000667746
135,191.306,0.07803,0.18182,0.63636,7.7415,0.000666984,0.000666984,0.000666984
136,192.468,0.0205,0.18182,0.72727,7.76148,0.000666223,0.000666223,0.000666223
137,193.598,0.18001,0.18182,0.72727,7.76148,0.000665462,0.000665462,0.000665462
138,194.752,0.12518,0.18182,0.45455,7.66292,0.000664701,0.000664701,0.000664701
139,197.178,0.07242,0.18182,0.45455,7.69351,0.000663939,0.000663939,0.000663939
140,198.64,0.45872,0.18182,0.63636,7.67973,0.000663178,0.000663178,0.000663178
141,199.818,0.03478,0.18182,0.63636,7.67973,0.000662417,0.000662417,0.000662417
142,201.031,0.09702,0.18182,0.63636,7.89175,0.000661655,0.000661655,0.000661655
143,202.379,0.20569,0.18182,0.63636,7.92147,0.000660894,0.000660894,0.000660894
144,203.524,0.32888,0.18182,0.72727,7.83651,0.000660133,0.000660133,0.000660133
145,204.69,0.08887,0.18182,0.72727,7.83651,0.000659371,0.000659371,0.000659371
146,206.023,0.0791,0.18182,0.72727,7.80041,0.00065861,0.00065861,0.00065861
147,207.194,0.01404,0.18182,0.63636,8.06633,0.000657849,0.000657849,0.000657849
148,208.355,0.08,0.18182,0.54545,8.05494,0.000657087,0.000657087,0.000657087
149,209.659,0.04072,0.18182,0.54545,8.05494,0.000656326,0.000656326,0.000656326
150,210.842,0.08587,0.18182,0.63636,8.00346,0.000655565,0.000655565,0.000655565
151,212.088,0.10369,0.18182,0.54545,8.19644,0.000654804,0.000654804,0.000654804
152,213.383,0.26967,0.18182,0.54545,8.53554,0.000654042,0.000654042,0.000654042
153,214.579,0.13556,0.18182,0.54545,8.53554,0.000653281,0.000653281,0.000653281
154,215.715,0.05874,0.18182,0.54545,8.5511,0.00065252,0.00065252,0.00065252
155,216.907,0.01361,0.18182,0.54545,8.46551,0.000651758,0.000651758,0.000651758
156,218.054,0.00828,0.18182,0.54545,8.71251,0.000650997,0.000650997,0.000650997
157,219.333,0.08582,0.18182,0.54545,8.71251,0.000650236,0.000650236,0.000650236
158,220.5,0.03482,0.18182,0.54545,8.89082,0.000649474,0.000649474,0.000649474
159,222.007,0.02947,0.18182,0.45455,8.84708,0.000648713,0.000648713,0.000648713
160,223.197,0.08524,0.18182,0.54545,9.08142,0.000647952,0.000647952,0.000647952
161,224.335,0.02349,0.18182,0.54545,9.08142,0.00064719,0.00064719,0.00064719
162,225.484,0.05385,0.18182,0.54545,9.10459,0.000646429,0.000646429,0.000646429
163,226.65,0.03441,0.18182,0.54545,9.03115,0.000645668,0.000645668,0.000645668
164,227.917,0.02765,0.18182,0.54545,9.11564,0.000644906,0.000644906,0.000644906
165,230.313,0.01883,0.18182,0.54545,9.11565,0.000644145,0.000644145,0.000644145
166,231.485,0.01039,0.18182,0.54545,9.06257,0.000643384,0.000643384,0.000643384
167,232.675,0.01185,0.18182,0.54545,9.04682,0.000642623,0.000642623,0.000642623
168,233.871,0.04655,0.18182,0.36364,9.33632,0.000641861,0.000641861,0.000641861
169,235.143,0.01291,0.18182,0.36364,9.33632,0.0006411,0.0006411,0.0006411
170,236.54,0.11367,0.18182,0.36364,9.4004,0.000640339,0.000640339,0.000640339
171,237.697,0.10075,0.18182,0.36364,9.59114,0.000639577,0.000639577,0.000639577
172,238.865,0.0536,0.18182,0.36364,9.57034,0.000638816,0.000638816,0.000638816
173,240.003,0.3676,0.18182,0.36364,9.57034,0.000638055,0.000638055,0.000638055
174,241.146,0.13423,0.18182,0.36364,9.65866,0.000637293,0.000637293,0.000637293
175,242.381,0.12343,0.18182,0.45455,9.5766,0.000636532,0.000636532,0.000636532
176,243.627,0.10847,0.18182,0.54545,9.36418,0.000635771,0.000635771,0.000635771
177,244.788,0.00243,0.18182,0.54545,9.36418,0.000635009,0.000635009,0.000635009
178,245.969,0.02828,0.18182,0.63636,9.19911,0.000634248,0.000634248,0.000634248
179,247.121,0.01558,0.18182,0.54545,9.1262,0.000633487,0.000633487,0.000633487
180,248.394,0.01522,0.18182,0.54545,9.10243,0.000632726,0.000632726,0.000632726
181,249.535,0.02581,0.18182,0.54545,9.10243,0.000631964,0.000631964,0.000631964
182,250.677,0.0411,0.18182,0.63636,9.25279,0.000631203,0.000631203,0.000631203
183,251.817,0.20724,0.18182,0.63636,9.2958,0.000630442,0.000630442,0.000630442
184,252.984,0.11512,0.18182,0.72727,9.572,0.00062968,0.00062968,0.00062968
185,254.111,0.0279,0.18182,0.72727,9.57199,0.000628919,0.000628919,0.000628919
186,255.531,0.00605,0.18182,0.63636,9.71411,0.000628158,0.000628158,0.000628158
187,256.687,0.04441,0.18182,0.63636,9.55805,0.000627396,0.000627396,0.000627396
188,257.846,0.01202,0.18182,0.63636,9.51865,0.000626635,0.000626635,0.000626635
189,258.995,0.0202,0.18182,0.63636,9.51865,0.000625874,0.000625874,0.000625874
190,260.146,0.02536,0.18182,0.54545,9.62419,0.000625112,0.000625112,0.000625112
191,261.305,0.06512,0.18182,0.63636,9.72354,0.000624351,0.000624351,0.000624351
192,263.833,0.11672,0.18182,0.63636,9.69956,0.00062359,0.00062359,0.00062359
193,265.036,0.01412,0.18182,0.63636,9.69956,0.000622828,0.000622828,0.000622828
194,266.267,0.21306,0.18182,0.63636,9.94755,0.000622067,0.000622067,0.000622067
195,267.727,0.07846,0.18182,0.63636,9.90346,0.000621306,0.000621306,0.000621306
196,268.956,0.11825,0.18182,0.54545,10.0873,0.000620545,0.000620545,0.000620545
197,270.175,0.08964,0.18182,0.54545,10.0873,0.000619783,0.000619783,0.000619783
198,271.331,0.03055,0.18182,0.54545,10.2301,0.000619022,0.000619022,0.000619022
199,273.209,0.01029,0.18182,0.54545,10.2275,0.000618261,0.000618261,0.000618261
200,274.641,0.19279,0.18182,0.45455,10.2794,0.000617499,0.000617499,0.000617499
201,275.782,0.01145,0.18182,0.45455,10.2794,0.000616738,0.000616738,0.000616738
202,276.916,0.00166,0.18182,0.45455,10.432,0.000615977,0.000615977,0.000615977
203,278.07,0.02494,0.18182,0.45455,10.3032,0.000615215,0.000615215,0.000615215
204,279.206,0.02267,0.18182,0.45455,10.6434,0.000614454,0.000614454,0.000614454
205,280.342,0.01105,0.18182,0.45455,10.6434,0.000613693,0.000613693,0.000613693
206,281.451,0.00744,0.18182,0.45455,10.7553,0.000612931,0.000612931,0.000612931
207,282.674,0.00492,0.18182,0.45455,10.6544,0.00061217,0.00061217,0.00061217
208,283.952,0.01298,0.18182,0.54545,10.7641,0.000611409,0.000611409,0.000611409
209,285.396,0.00296,0.18182,0.54545,10.7641,0.000610648,0.000610648,0.000610648
210,286.559,0.0013,0.18182,0.54545,10.7456,0.000609886,0.000609886,0.000609886
211,287.71,0.01108,0.18182,0.54545,10.6804,0.000609125,0.000609125,0.000609125
212,288.87,0.01872,0.18182,0.54545,10.9151,0.000608364,0.000608364,0.000608364
213,290.03,0.02291,0.18182,0.54545,10.9151,0.000607602,0.000607602,0.000607602
214,291.238,0.06647,0.18182,0.54545,10.7381,0.000606841,0.000606841,0.000606841
215,292.417,0.17924,0.18182,0.45455,10.7804,0.00060608,0.00060608,0.00060608
216,293.984,0.14399,0.18182,0.45455,10.861,0.000605318,0.000605318,0.000605318
217,295.153,0.04005,0.18182,0.45455,10.861,0.000604557,0.000604557,0.000604557
218,297.689,0.38342,0.18182,0.45455,10.9054,0.000603796,0.000603796,0.000603796
219,298.896,0.01071,0.18182,0.45455,10.9548,0.000603034,0.000603034,0.000603034
220,300.129,0.04706,0.18182,0.45455,10.9033,0.000602273,0.000602273,0.000602273
221,301.598,0.06264,0.18182,0.45455,10.9033,0.000601512,0.000601512,0.000601512
222,302.765,0.04614,0.18182,0.54545,10.849,0.00060075,0.00060075,0.00060075
223,304.097,0.01649,0.18182,0.54545,10.7667,0.000599989,0.000599989,0.000599989
224,305.287,0.02686,0.18182,0.45455,10.8724,0.000599228,0.000599228,0.000599228
225,306.438,0.00385,0.18182,0.45455,10.8724,0.000598467,0.000598467,0.000598467
226,307.582,0.00885,0.18182,0.45455,10.8338,0.000597705,0.000597705,0.000597705
227,308.766,0.0023,0.18182,0.45455,10.8638,0.000596944,0.000596944,0.000596944
228,310.349,0.3533,0.18182,0.45455,10.7578,0.000596183,0.000596183,0.000596183
229,311.461,0.00939,0.18182,0.45455,10.7578,0.000595421,0.000595421,0.000595421
230,312.605,0.10487,0.18182,0.45455,10.5831,0.00059466,0.00059466,0.00059466
231,313.751,0.03645,0.18182,0.45455,10.6132,0.000593899,0.000593899,0.000593899
232,314.897,0.03181,0.18182,0.45455,10.517,0.000593137,0.000593137,0.000593137
233,316.022,0.00392,0.18182,0.45455,10.517,0.000592376,0.000592376,0.000592376
234,317.14,0.01341,0.18182,0.45455,10.4319,0.000591615,0.000591615,0.000591615
235,318.472,0.22902,0.18182,0.45455,10.5067,0.000590853,0.000590853,0.000590853
236,319.626,0.22926,0.18182,0.36364,10.6415,0.000590092,0.000590092,0.000590092
237,320.739,0.04584,0.18182,0.36364,10.6415,0.000589331,0.000589331,0.000589331
238,321.935,0.00818,0.18182,0.45455,10.5001,0.00058857,0.00058857,0.00058857
239,323.24,0.00499,0.18182,0.45455,10.5117,0.000587808,0.000587808,0.000587808
240,324.541,0.00514,0.18182,0.45455,10.4476,0.000587047,0.000587047,0.000587047
241,326.025,0.00966,0.18182,0.45455,10.4476,0.000586286,0.000586286,0.000586286
242,327.3,0.01512,0.18182,0.45455,10.4002,0.000585524,0.000585524,0.000585524
243,328.493,0.00765,0.18182,0.45455,10.5243,0.000584763,0.000584763,0.000584763
244,331.237,0.05893,0.18182,0.45455,10.6749,0.000584002,0.000584002,0.000584002
245,332.496,0.06647,0.18182,0.45455,10.6749,0.00058324,0.00058324,0.00058324
246,333.861,0.01329,0.18182,0.45455,10.8004,0.000582479,0.000582479,0.000582479
247,335.129,0.02768,0.18182,0.45455,10.8101,0.000581718,0.000581718,0.000581718
248,336.367,0.09234,0.18182,0.45455,10.9653,0.000580956,0.000580956,0.000580956
249,337.51,0.05027,0.18182,0.45455,10.9653,0.000580195,0.000580195,0.000580195
250,338.693,0.02377,0.18182,0.45455,10.9841,0.000579434,0.000579434,0.000579434
251,339.855,0.00652,0.18182,0.45455,11.0648,0.000578672,0.000578672,0.000578672
252,341.002,0.08104,0.18182,0.45455,11.0106,0.000577911,0.000577911,0.000577911
253,342.139,0.00623,0.18182,0.45455,11.0106,0.00057715,0.00057715,0.00057715
254,343.305,0.00315,0.18182,0.45455,11.0063,0.000576389,0.000576389,0.000576389
255,344.74,0.03059,0.18182,0.45455,11.0737,0.000575627,0.000575627,0.000575627
256,345.913,0.17736,0.18182,0.45455,11.2371,0.000574866,0.000574866,0.000574866
257,347.034,0.02871,0.18182,0.45455,11.2371,0.000574105,0.000574105,0.000574105
258,348.166,0.01707,0.18182,0.45455,11.1286,0.000573343,0.000573343,0.000573343
259,349.476,0.14542,0.18182,0.45455,10.8282,0.000572582,0.000572582,0.000572582
260,350.6,0.05571,0.18182,0.45455,10.7835,0.000571821,0.000571821,0.000571821
261,351.868,0.01793,0.18182,0.45455,10.7835,0.000571059,0.000571059,0.000571059
262,353.031,0.43294,0.18182,0.45455,10.8567,0.000570298,0.000570298,0.000570298
263,354.443,0.02009,0.18182,0.45455,10.8637,0.000569537,0.000569537,0.000569537
264,355.611,0.02635,0.18182,0.45455,10.7865,0.000568775,0.000568775,0.000568775
265,356.75,0.01058,0.18182,0.45455,10.7865,0.000568014,0.000568014,0.000568014
266,357.932,0.00255,0.18182,0.45455,10.7898,0.000567253,0.000567253,0.000567253
267,359.095,0.06892,0.18182,0.45455,10.7408,0.000566492,0.000566492,0.000566492
268,360.302,0.0055,0.18182,0.45455,11.0397,0.00056573,0.00056573,0.00056573
269,361.666,0.03392,0.18182,0.45455,11.0397,0.000564969,0.000564969,0.000564969
270,364.44,0.29516,0.18182,0.45455,10.9908,0.000564208,0.000564208,0.000564208
271,365.684,0.02861,0.18182,0.45455,10.9442,0.000563446,0.000563446,0.000563446
272,366.965,0.01504,0.18182,0.45455,11.1965,0.000562685,0.000562685,0.000562685
273,368.16,0.00428,0.18182,0.45455,11.1965,0.000561924,0.000561924,0.000561924
274,369.329,0.00302,0.18182,0.45455,11.1853,0.000561162,0.000561162,0.000561162
275,370.679,0.0147,0.18182,0.54545,11.0917,0.000560401,0.000560401,0.000560401
276,371.878,0.07636,0.18182,0.45455,11.4334,0.00055964,0.00055964,0.00055964
277,373.033,0.01623,0.18182,0.45455,11.4334,0.000558878,0.000558878,0.000558878
278,374.182,0.00763,0.18182,0.45455,11.2641,0.000558117,0.000558117,0.000558117
279,375.502,0.00836,0.18182,0.45455,11.2351,0.000557356,0.000557356,0.000557356
280,376.636,0.09324,0.18182,0.54545,11.4035,0.000556595,0.000556595,0.000556595
281,377.747,0.00313,0.18182,0.54545,11.4035,0.000555833,0.000555833,0.000555833
282,378.898,0.00373,0.18182,0.54545,11.2174,0.000555072,0.000555072,0.000555072
283,380.037,0.04284,0.18182,0.54545,11.1865,0.000554311,0.000554311,0.000554311
284,381.157,0.0079,0.18182,0.54545,11.5015,0.000553549,0.000553549,0.000553549
285,382.536,0.07478,0.18182,0.54545,11.5015,0.000552788,0.000552788,0.000552788
286,383.665,0.00918,0.18182,0.54545,11.5639,0.000552027,0.000552027,0.000552027
287,385.007,0.05767,0.18182,0.54545,11.578,0.000551265,0.000551265,0.000551265
288,386.16,0.01191,0.18182,0.54545,11.6032,0.000550504,0.000550504,0.000550504
289,387.564,0.01788,0.18182,0.54545,11.6032,0.000549743,0.000549743,0.000549743
290,388.733,0.00542,0.18182,0.45455,11.4301,0.000548981,0.000548981,0.000548981
291,389.893,0.01261,0.18182,0.45455,11.3883,0.00054822,0.00054822,0.00054822
292,391.081,0.00582,0.18182,0.45455,11.2608,0.000547459,0.000547459,0.000547459
293,392.261,0.0236,0.18182,0.45455,11.2608,0.000546697,0.000546697,0.000546697
294,393.576,0.02008,0.18182,0.45455,11.1323,0.000545936,0.000545936,0.000545936
295,394.772,0.00279,0.18182,0.45455,11.2509,0.000545175,0.000545175,0.000545175
296,396.739,0.00379,0.18182,0.45455,11.2965,0.000544414,0.000544414,0.000544414
297,398.037,0.0061,0.18182,0.45455,11.2965,0.000543652,0.000543652,0.000543652
298,399.315,0.07939,0.18182,0.54545,11.1608,0.000542891,0.000542891,0.000542891
299,400.856,0.01885,0.18182,0.54545,11.0993,0.00054213,0.00054213,0.00054213
300,402.035,0.00119,0.18182,0.45455,11.4331,0.000541368,0.000541368,0.000541368
301,403.161,0.02013,0.18182,0.45455,11.4331,0.000540607,0.000540607,0.000540607
302,404.317,0.0179,0.18182,0.45455,11.5668,0.000539846,0.000539846,0.000539846
303,405.513,0.02377,0.18182,0.45455,11.4302,0.000539084,0.000539084,0.000539084
304,406.704,0.10793,0.18182,0.45455,11.2976,0.000538323,0.000538323,0.000538323
305,408.021,0.01302,0.18182,0.45455,11.2976,0.000537562,0.000537562,0.000537562
306,410.121,0.0019,0.18182,0.54545,11.19,0.0005368,0.0005368,0.0005368
307,411.501,0.04218,0.18182,0.54545,11.1295,0.000536039,0.000536039,0.000536039
308,414.386,0.00486,0.18182,0.54545,11.2753,0.000535278,0.000535278,0.000535278
309,415.66,0.03701,0.18182,0.54545,11.2753,0.000534517,0.000534517,0.000534517
310,416.986,0.29061,0.18182,0.54545,11.2776,0.000533755,0.000533755,0.000533755
311,418.84,0.02754,0.18182,0.63636,11.4283,0.000532994,0.000532994,0.000532994
312,420.195,0.01305,0.18182,0.45455,11.4916,0.000532233,0.000532233,0.000532233
313,421.462,0.02816,0.18182,0.45455,11.4916,0.000531471,0.000531471,0.000531471
