epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
99,328.007,0.36283,1,1,0.07834,0.000694392,0.000694392,0.000694392
100,333.606,0.14622,0.91667,1,0.10263,0.00069363,0.00069363,0.00069363
101,340.09,0.13298,0.91667,1,0.10263,0.000692869,0.000692869,0.000692869
102,345.173,0.50186,1,1,0.05376,0.000692108,0.000692108,0.000692108
103,351.559,0.01858,1,1,0.03845,0.000691346,0.000691346,0.000691346
104,357.244,0.11908,1,1,0.00498,0.000690585,0.000690585,0.000690585
105,363.371,0.31365,1,1,0.00498,0.000689824,0.000689824,0.000689824
106,369.443,0.13259,1,1,0.00279,0.000689062,0.000689062,0.000689062
107,375.553,0.05463,1,1,0.00233,0.000688301,0.000688301,0.000688301
108,381.075,0.20109,1,1,0.00148,0.00068754,0.00068754,0.00068754
109,385.926,0.04239,1,1,0.00148,0.000686779,0.000686779,0.000686779
110,390.706,0.45393,1,1,0.00143,0.000686017,0.000686017,0.000686017
111,397.366,0.06229,1,1,0.00147,0.000685256,0.000685256,0.000685256
112,402.96,0.07084,1,1,0.00118,0.000684495,0.000684495,0.000684495
113,408.272,0.06724,1,1,0.00118,0.000683733,0.000683733,0.000683733
114,413.543,0.11136,1,1,0.00163,0.000682972,0.000682972,0.000682972
115,418.503,0.10728,1,1,0.00382,0.000682211,0.000682211,0.000682211
116,424.202,0.09682,1,1,0.00369,0.000681449,0.000681449,0.000681449
117,431.622,0.17483,1,1,0.00369,0.000680688,0.000680688,0.000680688
118,437.333,0.0205,1,1,0.00599,0.000679927,0.000679927,0.000679927
119,443.308,0.01677,1,1,0.00872,0.000679165,0.000679165,0.000679165
120,447.884,0.12515,1,1,0.01023,0.000678404,0.000678404,0.000678404
121,452.464,0.02512,1,1,0.01023,0.000677643,0.000677643,0.000677643
122,461.415,0.35077,1,1,0.01172,0.000676881,0.000676881,0.000676881
123,473.253,0.06209,1,1,0.02444,0.00067612,0.00067612,0.00067612
124,492.932,0.05679,1,1,0.03979,0.000675359,0.000675359,0.000675359
125,501.353,0.006,1,1,0.03979,0.000674598,0.000674598,0.000674598
126,507.466,0.64914,1,1,0.02649,0.000673836,0.000673836,0.000673836
127,512.248,0.23482,1,1,0.02691,0.000673075,0.000673075,0.000673075
128,517.172,0.64939,1,1,0.00948,0.000672314,0.000672314,0.000672314
129,521.235,0.18411,1,1,0.00948,0.000671552,0.000671552,0.000671552
130,526.085,0.11238,1,1,0.01319,0.000670791,0.000670791,0.000670791
131,531.707,0.39741,1,1,0.00648,0.00067003,0.00067003,0.00067003
132,536.464,0.39871,1,1,0.00635,0.000669268,0.000669268,0.000669268
133,541.156,0.06876,1,1,0.00635,0.000668507,0.000668507,0.000668507
134,545.956,0.08491,1,1,0.00863,0.000667746,0.000667746,0.000667746
135,551.029,0.02187,1,1,0.00184,0.000666984,0.000666984,0.000666984
136,556.148,0.01676,1,1,0.00369,0.000666223,0.000666223,0.000666223
137,561.407,0.28515,1,1,0.00369,0.000665462,0.000665462,0.000665462
138,565.523,0.0245,1,1,0.01031,0.000664701,0.000664701,0.000664701
139,569.689,0.01126,1,1,0.02714,0.000663939,0.000663939,0.000663939
140,574.393,0.29397,1,1,0.01374,0.000663178,0.000663178,0.000663178
141,579.922,0.16167,1,1,0.01374,0.000662417,0.000662417,0.000662417
142,584.504,0.30303,1,1,0.05538,0.000661655,0.000661655,0.000661655
143,588.742,0.01692,0.91667,1,0.15181,0.000660894,0.000660894,0.000660894
144,593.541,0.70815,0.91667,1,0.15941,0.000660133,0.000660133,0.000660133
145,599.626,0.03895,0.91667,1,0.15941,0.000659371,0.000659371,0.000659371
146,604.006,0.35744,0.91667,1,0.12504,0.00065861,0.00065861,0.00065861
147,612.958,0.06742,0.91667,1,0.16821,0.000657849,0.000657849,0.000657849
148,617.326,0.56592,0.91667,1,0.19684,0.000657087,0.000657087,0.000657087
149,622.531,0.01905,0.91667,1,0.19684,0.000656326,0.000656326,0.000656326
150,627.171,0.09391,0.91667,1,0.12674,0.000655565,0.000655565,0.000655565
151,631.408,0.11089,0.91667,1,0.09891,0.000654804,0.000654804,0.000654804
152,638.816,0.07197,1,1,0.04705,0.000654042,0.000654042,0.000654042
153,644.703,0.41187,1,1,0.04705,0.000653281,0.000653281,0.000653281
154,649.985,0.33662,1,1,0.03982,0.00065252,0.00065252,0.00065252
155,654.832,0.16164,1,1,0.03436,0.000651758,0.000651758,0.000651758
156,659.018,0.1916,1,1,0.03018,0.000650997,0.000650997,0.000650997
157,663.625,0.05748,1,1,0.03018,0.000650236,0.000650236,0.000650236
158,668.719,0.37061,1,1,0.01543,0.000649474,0.000649474,0.000649474
159,673.826,0.01838,1,1,0.01086,0.000648713,0.000648713,0.000648713
160,679.712,0.24313,1,1,0.00737,0.000647952,0.000647952,0.000647952
161,684.41,0.03357,1,1,0.00737,0.00064719,0.00064719,0.00064719
162,688.482,0.05674,1,1,0.01542,0.000646429,0.000646429,0.000646429
163,693.095,0.14436,1,1,0.03319,0.000645668,0.000645668,0.000645668
164,697.209,0.00879,1,1,0.06251,0.000644906,0.000644906,0.000644906
165,701.948,0.20238,1,1,0.06251,0.000644145,0.000644145,0.000644145
166,706.911,0.00696,0.91667,1,0.09466,0.000643384,0.000643384,0.000643384
167,712.871,0.22788,0.91667,1,0.15796,0.000642623,0.000642623,0.000642623
168,718.628,0.27843,0.83333,1,0.26913,0.000641861,0.000641861,0.000641861
169,723.629,0.04038,0.83333,1,0.26913,0.0006411,0.0006411,0.0006411
170,728.061,0.15124,0.83333,1,0.32239,0.000640339,0.000640339,0.000640339
171,732.89,0.06839,0.83333,1,0.33794,0.000639577,0.000639577,0.000639577
172,737.496,0.03435,0.83333,1,0.38144,0.000638816,0.000638816,0.000638816
173,743.594,0.28984,0.83333,1,0.38144,0.000638055,0.000638055,0.000638055
174,747.715,0.20205,0.83333,1,0.38758,0.000637293,0.000637293,0.000637293
175,752.327,0.05999,0.83333,1,0.35942,0.000636532,0.000636532,0.000636532
176,757.034,0.65677,0.83333,1,0.36384,0.000635771,0.000635771,0.000635771
177,761.661,0.03986,0.83333,1,0.36384,0.000635009,0.000635009,0.000635009
178,766.234,0.00498,0.83333,1,0.29642,0.000634248,0.000634248,0.000634248
179,770.82,0.31325,0.83333,1,0.25203,0.000633487,0.000633487,0.000633487
180,776.795,0.10238,0.91667,1,0.23847,0.000632726,0.000632726,0.000632726
181,780.772,0.01478,0.91667,1,0.23847,0.000631964,0.000631964,0.000631964
182,786.094,0.01403,0.91667,1,0.16596,0.000631203,0.000631203,0.000631203
183,791.409,0.85378,1,1,0.13689,0.000630442,0.000630442,0.000630442
184,795.932,0.48916,1,1,0.10524,0.00062968,0.00062968,0.00062968
185,800.542,0.10753,1,1,0.10524,0.000628919,0.000628919,0.000628919
186,805.402,0.00513,1,1,0.0564,0.000628158,0.000628158,0.000628158
187,810.663,0.04154,1,1,0.0394,0.000627396,0.000627396,0.000627396
188,815.076,0.03652,1,1,0.02267,0.000626635,0.000626635,0.000626635
189,819.8,0.03416,1,1,0.02267,0.000625874,0.000625874,0.000625874
190,824.348,0.00352,1,1,0.01658,0.000625112,0.000625112,0.000625112
191,828.92,0.05178,1,1,0.00744,0.000624351,0.000624351,0.000624351
192,833.424,0.08445,1,1,0.00218,0.00062359,0.00062359,0.00062359
193,837.449,0.01863,1,1,0.00218,0.000622828,0.000622828,0.000622828
194,843.891,0.13221,1,1,0.00155,0.000622067,0.000622067,0.000622067
195,848.49,0.01764,1,1,0.00147,0.000621306,0.000621306,0.000621306
196,853.477,0.29913,1,1,0.00095,0.000620545,0.000620545,0.000620545
197,857.439,0.00591,1,1,0.00095,0.000619783,0.000619783,0.000619783
198,861.857,0.02502,1,1,0.00092,0.000619022,0.000619022,0.000619022
199,866.077,0.03105,1,1,0.00099,0.000618261,0.000618261,0.000618261
200,870.663,0.09061,1,1,0.00047,0.000617499,0.000617499,0.000617499
201,874.974,0.00094,1,1,0.00047,0.000616738,0.000616738,0.000616738
202,880.965,0.01246,1,1,0.00044,0.000615977,0.000615977,0.000615977
203,885.401,0.00987,1,1,0.00048,0.000615215,0.000615215,0.000615215
204,890.253,0.00965,1,1,0.00036,0.000614454,0.000614454,0.000614454
205,894.928,0.02098,1,1,0.00036,0.000613693,0.000613693,0.000613693
206,903.134,0.02097,1,1,0.00043,0.000612931,0.000612931,0.000612931
207,925.264,0.05539,1,1,0.00057,0.00061217,0.00061217,0.00061217
208,939.163,0.02333,1,1,0.00071,0.000611409,0.000611409,0.000611409
209,946.77,0.0092,1,1,0.00071,0.000610648,0.000610648,0.000610648
210,953.912,0.03429,1,1,0.0006,0.000609886,0.000609886,0.000609886
211,959.453,0.0534,1,1,0.00083,0.000609125,0.000609125,0.000609125
212,965.005,0.30041,1,1,0.0007,0.000608364,0.000608364,0.000608364
213,970.615,0.04634,1,1,0.0007,0.000607602,0.000607602,0.000607602
214,978.322,0.50924,1,1,0.00036,0.000606841,0.000606841,0.000606841
215,983.843,0.01338,1,1,0.00028,0.00060608,0.00060608,0.00060608
216,989.339,0.13019,1,1,0.00031,0.000605318,0.000605318,0.000605318
217,995.461,0.00458,1,1,0.00031,0.000604557,0.000604557,0.000604557
218,1008.68,0.06426,1,1,0.0003,0.000603796,0.000603796,0.000603796
219,1018.15,0.09979,1,1,0.00055,0.000603034,0.000603034,0.000603034
220,1027.07,0.00078,1,1,0.0005,0.000602273,0.000602273,0.000602273
221,1036.58,0.11651,1,1,0.0005,0.000601512,0.000601512,0.000601512
222,1046.92,0.25529,1,1,0.00051,0.00060075,0.00060075,0.00060075
223,1052.82,0.00636,1,1,0.00147,0.000599989,0.000599989,0.000599989
224,1064.59,0.30985,1,1,0.0024,0.000599228,0.000599228,0.000599228
225,1075.71,0.0188,1,1,0.0024,0.000598467,0.000598467,0.000598467
226,1082.42,0.0256,1,1,0.00751,0.000597705,0.000597705,0.000597705
227,1089.15,0.04352,1,1,0.03628,0.000596944,0.000596944,0.000596944
228,1095.04,0.17081,1,1,0.05282,0.000596183,0.000596183,0.000596183
229,1101.3,0.10916,1,1,0.05282,0.000595421,0.000595421,0.000595421
230,1107.2,0.00756,1,1,0.01662,0.00059466,0.00059466,0.00059466
231,1113.36,0.01038,1,1,0.00249,0.000593899,0.000593899,0.000593899
232,1118.76,0.06179,1,1,0.0014,0.000593137,0.000593137,0.000593137
233,1126.2,0.00904,1,1,0.0014,0.000592376,0.000592376,0.000592376
234,1136.04,0.05681,1,1,0.00072,0.000591615,0.000591615,0.000591615
235,1149.24,0.262,1,1,0.00024,0.000590853,0.000590853,0.000590853
236,1156.43,0.28656,1,1,0.00019,0.000590092,0.000590092,0.000590092
237,1161.35,0.00502,1,1,0.00019,0.000589331,0.000589331,0.000589331
238,1168.75,0.00774,1,1,0.00019,0.00058857,0.00058857,0.00058857
239,1176.22,0.03206,1,1,0.00028,0.000587808,0.000587808,0.000587808
240,1184.24,0.05892,1,1,0.00027,0.000587047,0.000587047,0.000587047
241,1192.39,0.00656,1,1,0.00027,0.000586286,0.000586286,0.000586286
242,1199.66,0.00778,1,1,0.00029,0.000585524,0.000585524,0.000585524
243,1224.81,0.05361,1,1,0.00034,0.000584763,0.000584763,0.000584763
244,1237.34,0.15521,1,1,0.0003,0.000584002,0.000584002,0.000584002
245,1243.8,0.17003,1,1,0.0003,0.00058324,0.00058324,0.00058324
246,1255.22,0.0041,1,1,0.0004,0.000582479,0.000582479,0.000582479
247,1261.16,0.00649,1,1,0.00033,0.000581718,0.000581718,0.000581718
248,1272.67,0.03853,1,1,0.00023,0.000580956,0.000580956,0.000580956
249,1279.94,0.02482,1,1,0.00023,0.000580195,0.000580195,0.000580195
250,1286.35,0.01531,1,1,0.00021,0.000579434,0.000579434,0.000579434
251,1291.77,0.00375,1,1,0.00045,0.000578672,0.000578672,0.000578672
252,1297.86,0.17743,1,1,0.00074,0.000577911,0.000577911,0.000577911
253,1303.57,0.03653,1,1,0.00074,0.00057715,0.00057715,0.00057715
254,1309.14,0.01097,1,1,0.00049,0.000576389,0.000576389,0.000576389
255,1315.59,0.08705,1,1,0.00039,0.000575627,0.000575627,0.000575627
256,1321.94,0.32027,1,1,0.00044,0.000574866,0.000574866,0.000574866
257,1327.36,0.02677,1,1,0.00044,0.000574105,0.000574105,0.000574105
258,1333.62,0.08145,1,1,0.00066,0.000573343,0.000573343,0.000573343
259,1339.33,0.41837,1,1,0.00084,0.000572582,0.000572582,0.000572582
260,1347,0.04458,1,1,0.00124,0.000571821,0.000571821,0.000571821
261,1352.75,0.04736,1,1,0.00124,0.000571059,0.000571059,0.000571059
262,1358.65,0.24405,1,1,0.00198,0.000570298,0.000570298,0.000570298
263,1363.64,0.09802,1,1,0.00287,0.000569537,0.000569537,0.000569537
264,1369.79,0.00579,1,1,0.00633,0.000568775,0.000568775,0.000568775
265,1374.72,0.02275,1,1,0.00633,0.000568014,0.000568014,0.000568014
266,1383.92,0.01349,1,1,0.00634,0.000567253,0.000567253,0.000567253
267,1389.39,0.26675,1,1,0.01909,0.000566492,0.000566492,0.000566492
268,1395.01,0.00632,1,1,0.0121,0.00056573,0.00056573,0.00056573
269,1400.8,0.13602,1,1,0.0121,0.000564969,0.000564969,0.000564969
270,1406.17,0.71471,1,1,0.00988,0.000564208,0.000564208,0.000564208
271,1411.09,0.37994,1,1,0.00705,0.000563446,0.000563446,0.000563446
272,1418.05,0.08898,1,1,0.00477,0.000562685,0.000562685,0.000562685
273,1429.15,0.00357,1,1,0.00477,0.000561924,0.000561924,0.000561924
274,1438.11,0.02914,1,1,0.00199,0.000561162,0.000561162,0.000561162
275,1444.75,0.00883,1,1,0.00236,0.000560401,0.000560401,0.000560401
276,1456.24,0.01155,1,1,0.00444,0.00055964,0.00055964,0.00055964
277,1462.64,0.01645,1,1,0.00444,0.000558878,0.000558878,0.000558878
278,1467.39,0.07283,1,1,0.00331,0.000558117,0.000558117,0.000558117
279,1471.88,0.03386,1,1,0.00321,0.000557356,0.000557356,0.000557356
280,1477.31,0.11809,1,1,0.00099,0.000556595,0.000556595,0.000556595
281,1483.29,0.20943,1,1,0.00099,0.000555833,0.000555833,0.000555833
282,1488.63,0.2044,1,1,0.00101,0.000555072,0.000555072,0.000555072
283,1494.19,0.01428,1,1,0.0019,0.000554311,0.000554311,0.000554311
284,1501.19,0.05938,1,1,0.00587,0.000553549,0.000553549,0.000553549
285,1507.36,0.02164,1,1,0.00587,0.000552788,0.000552788,0.000552788
286,1516.46,0.01964,1,1,0.01399,0.000552027,0.000552027,0.000552027
287,1521.28,0.00848,1,1,0.02712,0.000551265,0.000551265,0.000551265
288,1525.85,0.02889,1,1,0.03167,0.000550504,0.000550504,0.000550504
289,1530.66,0.05018,1,1,0.03167,0.000549743,0.000549743,0.000549743
290,1535.77,0.01428,1,1,0.02511,0.000548981,0.000548981,0.000548981
291,1540.24,0.03549,1,1,0.02338,0.00054822,0.00054822,0.00054822
292,1544.79,0.21218,1,1,0.03376,0.000547459,0.000547459,0.000547459
293,1551.58,0.13166,1,1,0.03376,0.000546697,0.000546697,0.000546697
294,1556.74,0.02888,1,1,0.04067,0.000545936,0.000545936,0.000545936
295,1561.33,0.00622,1,1,0.02335,0.000545175,0.000545175,0.000545175
296,1565.77,0.04302,1,1,0.02459,0.000544414,0.000544414,0.000544414
297,1570.22,0.05593,1,1,0.02459,0.000543652,0.000543652,0.000543652
298,1574.93,0.02279,1,1,0.02699,0.000542891,0.000542891,0.000542891
299,1580.01,0.26315,1,1,0.00567,0.00054213,0.00054213,0.00054213
300,1586.36,0.02633,1,1,0.00352,0.000541368,0.000541368,0.000541368
301,1592.82,0.02619,1,1,0.00352,0.000540607,0.000540607,0.000540607
302,1599.16,0.08733,1,1,0.00592,0.000539846,0.000539846,0.000539846
303,1603.64,0.00153,1,1,0.00754,0.000539084,0.000539084,0.000539084
304,1608.85,0.31261,1,1,0.0159,0.000538323,0.000538323,0.000538323
305,1613.37,0.146,1,1,0.0159,0.000537562,0.000537562,0.000537562
306,1620.79,0.01669,1,1,0.00966,0.0005368,0.0005368,0.0005368
307,1625.92,0.02652,1,1,0.00204,0.000536039,0.000536039,0.000536039
308,1630.96,0.01354,1,1,0.00053,0.000535278,0.000535278,0.000535278
309,1636.14,0.58928,1,1,0.00053,0.000534517,0.000534517,0.000534517
310,1641.31,0.09533,1,1,0.00055,0.000533755,0.000533755,0.000533755
311,1646.13,0.01564,1,1,0.00049,0.000532994,0.000532994,0.000532994
312,1652.23,0.00094,1,1,0.00028,0.000532233,0.000532233,0.000532233
313,1656.72,0.10381,1,1,0.00028,0.000531471,0.000531471,0.000531471
314,1661.6,0.02012,1,1,0.00064,0.00053071,0.00053071,0.00053071
315,1666.26,0.01789,1,1,0.00127,0.000529949,0.000529949,0.000529949
316,1670.5,0.01871,1,1,0.00023,0.000529187,0.000529187,0.000529187
317,1674.78,0.00194,1,1,0.00023,0.000528426,0.000528426,0.000528426
318,1679.27,0.02356,1,1,0.00011,0.000527665,0.000527665,0.000527665
319,1686.02,0.01598,1,1,9e-05,0.000526903,0.000526903,0.000526903
320,1691,0.01492,1,1,0.00039,0.000526142,0.000526142,0.000526142
321,1695.77,0.00361,1,1,0.00039,0.000525381,0.000525381,0.000525381
322,1701.08,0.1867,1,1,0.00213,0.000524619,0.000524619,0.000524619
323,1705.51,0.0028,1,1,0.00102,0.000523858,0.000523858,0.000523858
324,1710.68,0.01309,1,1,0.00254,0.000523097,0.000523097,0.000523097
325,1716.69,0.03128,1,1,0.00254,0.000522336,0.000522336,0.000522336
326,1722.51,0.02333,1,1,0.00545,0.000521574,0.000521574,0.000521574
327,1729.86,0.22028,1,1,0.01303,0.000520813,0.000520813,0.000520813
328,1735.58,0.35671,1,1,0.01043,0.000520052,0.000520052,0.000520052
329,1740.02,0.47971,1,1,0.01043,0.00051929,0.00051929,0.00051929
330,1744.83,0.09622,1,1,0.00387,0.000518529,0.000518529,0.000518529
331,1750.91,0.01631,1,1,0.00456,0.000517768,0.000517768,0.000517768
332,1755.65,0.00541,1,1,0.00601,0.000517006,0.000517006,0.000517006
333,1760.66,0.00335,1,1,0.00601,0.000516245,0.000516245,0.000516245
334,1765.32,0.03863,1,1,0.03067,0.000515484,0.000515484,0.000515484
335,1779.26,0.00941,1,1,0.03402,0.000514722,0.000514722,0.000514722
336,1786.75,0.02728,1,1,0.04834,0.000513961,0.000513961,0.000513961
337,1791.71,0.13077,1,1,0.04834,0.0005132,0.0005132,0.0005132
338,1797,0.00309,1,1,0.02052,0.000512439,0.000512439,0.000512439
339,1802.79,0.03155,1,1,0.0077,0.000511677,0.000511677,0.000511677
340,1810.42,0.01086,1,1,0.00208,0.000510916,0.000510916,0.000510916
341,1815.33,0.09311,1,1,0.00208,0.000510155,0.000510155,0.000510155
342,1822,0.02306,1,1,0.00094,0.000509393,0.000509393,0.000509393
343,1826.71,0.00786,1,1,0.00134,0.000508632,0.000508632,0.000508632
344,1831.21,0.02542,1,1,0.0017,0.000507871,0.000507871,0.000507871
345,1836.93,0.00229,1,1,0.0017,0.000507109,0.000507109,0.000507109
346,1852.18,0.0307,1,1,0.00173,0.000506348,0.000506348,0.000506348
347,1861.22,0.00586,1,1,0.00084,0.000505587,0.000505587,0.000505587
348,1877.47,0.00826,1,1,0.00041,0.000504825,0.000504825,0.000504825
349,1891.39,0.19804,1,1,0.00041,0.000504064,0.000504064,0.000504064
350,1905.6,0.00146,1,1,0.00062,0.000503303,0.000503303,0.000503303
351,1919.86,0.15627,1,1,0.00077,0.000502541,0.000502541,0.000502541
352,1932.69,0.00391,1,1,0.00109,0.00050178,0.00050178,0.00050178
353,1938.67,0.02351,1,1,0.00109,0.000501019,0.000501019,0.000501019
354,1946.68,0.00512,1,1,0.00137,0.000500258,0.000500258,0.000500258
355,1960.59,0.03511,1,1,0.00166,0.000499496,0.000499496,0.000499496
